Date,Month,Day,Season,Gm#,Tm,Opp,Win/Loss,Season Wins,Season Losses,Season Win %,Day/ Night Game,Attendance,Temperature (F),Feels Like (F),Wind Chill (F),Wind Gust (mph),Humidity (%),Cloud Cover (%),Rain Fall (in),Snow Fall (cm)
2019-07-15,July,Monday,2019,94,CHC,CIN,L,50,44,0.532,Night,36935,87,83,80,15,66,37,0.3,0.0
2019-07-16,July,Tuesday,2019,95,CHC,CIN,W,51,44,0.537,Night,39788,84,81,78,10,72,63,0.1,0.0
2019-07-17,July,Wednesday,2019,96,CHC,CIN,W,52,44,0.542,Day,37260,83,82,79,10,73,34,0.2,0.0
2019-07-19,July,Friday,2019,97,CHC,SDP,W,53,44,0.546,Day,39526,90,92,84,18,73,54,0.6,0.0
2019-07-20,July,Saturday,2019,98,CHC,SDP,W,54,44,0.551,Day,40314,93,94,86,17,68,42,0.0,0.0
2019-07-21,July,Sunday,2019,99,CHC,SDP,L,54,45,0.545,Day,39954,76,78,74,16,70,40,0.2,0.0
2019-08-02,August,Friday,2019,109,CHC,MIL,W,58,51,0.532,Day,41424,76,77,74,5,61,4,0.0,0.0
2019-08-30,August,Saturday,2019,110,CHC,MIL,W,59,51,0.536,Day,41186,73,69,69,10,50,15,0.0,0.0
2019-08-40,August,Sunday,2019,111,CHC,MIL,W,60,51,0.541,Day,40466,,,,,,,,
2019-08-05,August,Monday,2019,112,CHC,OAK,W,61,51,0.545,Night,40721,85,82,79,8,65,70,0.2,0.0
2019-08-06,August,Tuesday,2019,113,CHC,OAK,L,61,52,0.540,Night,40627,81,79,76,11,68,76,0.5,0.0
2019-08-07,August,Wednesday,2019,114,CHC,OAK,W,62,52,0.544,Day,41179,84,81,78,6,60,12,0.0,0.0
2019-08-20,August,Tuesday,2019,125,CHC,SFG,W,67,58,0.536,Night,36969,90,85,81,3,70,41,0.0,0.0
2019-08-21,August,Wednesday,2019,126,CHC,SFG,W,68,58,0.540,Night,38619,84,80,77,8,69,44,0.0,0.0
2019-08-22,August,Thursday,2019,127,CHC,SFG,W,69,58,0.543,Day,36366,74,75,72,13,58,16,0.0,0.0
2019-08-23,August,Friday,2019,128,CHC,WSN,L,69,59,0.539,Day,39889,72,69,69,14,55,7,0.0,0.0
2019-08-24,August,Saturday,2019,129,CHC,WSN,L,69,60,0.535,Day,40658,71,69,69,13,58,4,0.0,0.0
2019-08-25,August,Sunday,2019,130,CHC,WSN,L,69,61,0.531,Day,40518,73,70,70,15,64,41,0.0,0.0
2019-08-30,August,Friday,2019,134,CHC,MIL,W,73,61,0.545,Day,40276,73,69,69,10,50,15,0.0,0.0
2019-08-31,August,Saturday,2019,135,CHC,MIL,L,73,62,0.541,Day,40178,71,68,68,12,60,40,0.0,0.0
2019-09-01,September,Sunday,2019,136,CHC,MIL,L,73,63,0.537,Day,40912,72,68,68,9,76,76,0.1,0.0
2019-09-02,September,Monday,2019,137,CHC,SEA,W,74,63,0.540,Day,39133,79,74,72,7,70,39,0.0,0.0
2019-09-03,September,Tuesday,2019,138,CHC,SEA,W,75,63,0.543,Night,33958,83,79,75,20,72,52,0.3,0.0
2019-09-13,September,Friday,2019,147,CHC,PIT,W,79,68,0.537,Day,39080,77,75,73,19,68,52,0.8,0.0
2019-09-14,September,Saturday,2019,148,CHC,PIT,W,80,68,0.541,Day,39928,78,71,71,11,61,6,0.0,0.0
2019-09-15,September,Sunday,2019,149,CHC,PIT,W,81,68,0.544,Day,39103,32,73,73,7,87,85,0.0,0.0
2019-09-16,September,Monday,2019,150,CHC,CIN,W,82,68,0.547,Night,33753,74,71,71,9,81,43,0.1,0.0
2019-09-17,September,Tuesday,2019,151,CHC,CIN,L,82,69,0.543,Night,34267,75,73,71,9,77,21,0.0,0.0
2019-09-18,September,Wednesday,2019,152,CHC,CIN,L,82,70,0.539,Night,36578,79,74,73,15,70,18,0.0,0.0
2019-09-19,September,Thursday,2019,153,CHC,STL,L,82,71,0.536,Night,39524,81,77,74,10,65,33,0.0,0.0
2019-09-20,September,Friday,2019,154,CHC,STL,L,82,72,0.532,Day,39106,82,80,77,7,63,42,0.2,0.0
2019-09-21,September,Saturday,2019,155,CHC,STL,L,82,73,0.529,Day,40071,80,79,75,18,77,75,0.8,0.0
2019-09-22,September,Sunday,2019,156,CHC,STL,L,82,74,0.526,Day,38606,76,76,71,24,80,95,1.8,0.0
