Gm#,Date,Season,Tm,,Opp,W/L,R,RA,W-L,Rank,GB,Time,D/N,Attendance
87,Sunday Jul 8,2018,CHC,,CIN,W-wo,6,5,51-36,2,1.5,3:32,D,38655
88,Monday Jul 9,2018,CHC,@,SFG,L-wo,1,2,51-37,2,1.5,3:09,N,38024
89,Tuesday Jul 10,2018,CHC,@,SFG,W,2,0,52-37,2,1.5,2:43,N,39113
90,Wednesday Jul 11,2018,CHC,@,SFG,L-wo,4,5,52-38,2,1.5,4:30,D,41099
91,Friday Jul 13,2018,CHC,@,SDP,W,5,4,53-38,1,Tied,3:29,N,38988
92,Saturday Jul 14,2018,CHC,@,SDP,W,11,6,54-38,1,up 1.5,3:13,N,38837
93,Sunday Jul 15,2018,CHC,@,SDP,W,7,4,55-38,1,up 2.5,3:24,D,37672
94,Thursday Jul 19,2018,CHC,,STL,W,9,6,56-38,1,up 3.0,3:29,N,41406
95,Friday Jul 20,2018,CHC,,STL,L,5,18,56-39,1,up 3.0,3:54,D,41077
96,Saturday Jul 21 (1),2018,CHC,,STL,W,7,2,57-39,1,up 2.5,3:13,D,41004
97,Saturday Jul 21 (2),2018,CHC,,STL,L,3,6,57-40,1,up 2.5,3:38,N,41244
98,Sunday Jul 22,2018,CHC,,STL,W,7,2,58-40,1,up 3.5,3:05,D,39737
99,Monday Jul 23,2018,CHC,,ARI,L,1,7,58-41,1,up 2.5,2:55,N,40859
100,Tuesday Jul 24,2018,CHC,,ARI,L,1,5,58-42,1,up 1.5,3:13,N,40869
101,Wednesday Jul 25,2018,CHC,,ARI,W,2,1,59-42,1,up 2.5,2:39,D,35548
102,Thursday Jul 26,2018,CHC,,ARI,W-wo,7,6,60-42,1,up 2.5,3:22,D,38979
103,Friday Jul 27,2018,CHC,@,STL,L,2,5,60-43,1,up 1.5,2:48,N,47169
104,Saturday Jul 28,2018,CHC,@,STL,L,2,6,60-44,1,up 0.5,2:41,D,47514
105,Sunday Jul 29,2018,CHC,@,STL,W,5,2,61-44,1,up 1.5,2:53,N,45553
106,Tuesday Jul 31,2018,CHC,@,PIT,L,4,5,61-45,1,Tied,2:38,N,18972
107,Wednesday Aug 1,2018,CHC,@,PIT,W,9,2,62-45,1,up 1.0,3:31,N,18600
108,Thursday Aug 2,2018,CHC,,SDP,L,1,6,62-46,1,up 1.0,2:57,N,40714
109,Friday Aug 3,2018,CHC,,SDP,W,5,4,63-46,1,up 1.0,3:06,D,40894
110,Saturday Aug 4,2018,CHC,,SDP,W,5,4,64-46,1,up 1.0,2:38,D,40855
111,Sunday Aug 5,2018,CHC,,SDP,L,6,10,64-47,1,up 1.0,3:29,D,41136
112,Monday Aug 6,2018,CHC,@,KCR,W,3,1,65-47,1,up 1.5,2:52,N,32339
113,Tuesday Aug 7,2018,CHC,@,KCR,W,5,0,66-47,1,up 2.5,2:49,N,27883
114,Wednesday Aug 8,2018,CHC,@,KCR,L,0,9,66-48,1,up 1.5,2:31,N,24294
115,Friday Aug 10,2018,CHC,,WSN,W,3,2,67-48,1,up 3.0,3:10,D,41531
116,Saturday Aug 11,2018,CHC,,WSN,L,4,9,67-49,1,up 2.0,3:11,D,41320
117,Sunday Aug 12,2018,CHC,,WSN,W-wo,4,3,68-49,1,up 3.0,2:56,N,36490
118,Tuesday Aug 14,2018,CHC,,MIL,L,0,7,68-50,1,up 2.0,2:42,D,40441
119,Wednesday Aug 15,2018,CHC,,MIL,W,8,4,69-50,1,up 3.0,3:12,D,39619
120,Thursday Aug 16,2018,CHC,@,PIT,W,1,0,70-50,1,up 3.5,2:48,N,21783
121,Friday Aug 17,2018,CHC,@,PIT,W,1,0,71-50,1,up 4.5,2:53,N,24298
122,Saturday Aug 18,2018,CHC,@,PIT,L,1,3,71-51,1,up 4.0,2:40,N,35100
123,Sunday Aug 19,2018,CHC,@,PIT,L-wo,1,2,71-52,1,up 3.5,3:41,D,24283
124,Tuesday Aug 21,2018,CHC,@,DET,L,1,2,71-53,1,up 2.5,2:45,N,26638
125,Wednesday Aug 22,2018,CHC,@,DET,W,8,2,72-53,1,up 2.5,3:26,N,28286
126,Thursday Aug 23,2018,CHC,,CIN,W,7,1,73-53,1,up 3.0,2:27,N,41130
127,Friday Aug 24,2018,CHC,,CIN,W-wo,3,2,74-53,1,up 3.0,3:01,D,37760
128,Saturday Aug 25,2018,CHC,,CIN,W,10,6,75-53,1,up 4.0,3:26,D,41205
129,Sunday Aug 26,2018,CHC,,CIN,W,9,0,76-53,1,up 4.0,2:36,D,40331
130,Monday Aug 27,2018,CHC,,NYM,W,7,4,77-53,1,up 4.5,3:15,N,38935
131,Tuesday Aug 28,2018,CHC,,NYM,W-wo,2,1,78-53,1,up 4.5,3:41,N,37017
132,Wednesday Aug 29,2018,CHC,,NYM,L,3,10,78-54,1,up 4.5,3:10,D,33386
133,Thursday Aug 30,2018,CHC,@,ATL,W,5,4,79-54,1,up 4.5,2:42,N,37603
134,Friday Aug 31,2018,CHC,@,PHI,L-wo,1,2,79-55,1,up 3.5,3:23,N,22556
135,Saturday Sep 1,2018,CHC,@,PHI,W,7,1,80-55,1,up 4.5,2:41,N,33040
136,Sunday Sep 2,2018,CHC,@,PHI,W,8,1,81-55,1,up 5.0,3:37,D,36517
137,Monday Sep 3,2018,CHC,@,MIL,L-wo,3,4,81-56,1,up 4.0,3:13,D,44462
138,Tuesday Sep 4,2018,CHC,@,MIL,L,1,11,81-57,1,up 3.0,3:20,N,37269
139,Wednesday Sep 5,2018,CHC,@,MIL,W,6,4,82-57,1,up 4.0,3:14,N,37427
140,Thursday Sep 6,2018,CHC,@,WSN,W,6,4,83-57,1,up 4.5,4:00,N,32070
141,Saturday Sep 8 (1),2018,CHC,@,WSN,L,3,10,83-58,1,up 2.5,2:45,N,
142,Saturday Sep 8 (2),2018,CHC,@,WSN,L,5,6,83-59,1,up 2.5,3:15,N,41346
143,Monday Sep 10,2018,CHC,,MIL,L,2,3,83-60,1,up 1.0,3:19,N,38471
144,Tuesday Sep 11,2018,CHC,,MIL,W,3,0,84-60,1,up 2.0,2:54,N,37017
145,Wednesday Sep 12,2018,CHC,,MIL,L,1,5,84-61,1,up 1.0,3:14,N,40234
146,Thursday Sep 13,2018,CHC,@,WSN,W,4,3,85-61,1,up 1.5,3:46,D,30173
147,Friday Sep 14,2018,CHC,,CIN,W,3,2,86-61,1,up 1.5,2:58,N,36468
148,Saturday Sep 15,2018,CHC,,CIN,W,1,0,87-61,1,up 2.5,2:39,D,41196
149,Sunday Sep 16,2018,CHC,,CIN,L,1,2,87-62,1,up 2.5,2:43,D,41314
150,Monday Sep 17,2018,CHC,@,ARI,W,5,1,88-62,1,up 2.5,2:46,N,27662
151,Tuesday Sep 18,2018,CHC,@,ARI,W,9,1,89-62,1,up 3.5,3:10,N,26095
152,Wednesday Sep 19,2018,CHC,@,ARI,L,0,9,89-63,1,up 2.5,2:20,N,25715
153,Friday Sep 21,2018,CHC,@,CHW,L,4,10,89-64,1,up 1.5,3:33,D,34027
154,Saturday Sep 22,2018,CHC,@,CHW,W,8,3,90-64,1,up 2.5,3:25,N,39724
155,Sunday Sep 23,2018,CHC,@,CHW,W,6,1,91-64,1,up 2.5,3:08,D,39449
156,Monday Sep 24,2018,CHC,,PIT,L,1,5,91-65,1,up 1.5,2:53,N,34570
157,Tuesday Sep 25,2018,CHC,,PIT,L,0,6,91-66,1,up 0.5,3:17,N,33443
158,Wednesday Sep 26,2018,CHC,,PIT,W-wo,7,6,92-66,1,up 0.5,3:42,N,32874
159,Thursday Sep 27,2018,CHC,,PIT,W,3,0,93-66,1,up 1.0,2:53,N,38415
160,Friday Sep 28,2018,CHC,,STL,W,8,4,94-66,1,up 1.0,3:07,D,39442
161,Saturday Sep 29,2018,CHC,,STL,L,1,2,94-67,1,Tied,2:25,D,40784
162,Sunday Sep 30,2018,CHC,,STL,W,10,5,95-67,1,Tied,3:44,D,39275
163,Monday Oct 1,2018,CHC,,MIL,L,1,3,95-68,2,1,3:06,D,38450
1,Thursday Mar 28,2019,CHC,@,TEX,W,12,4,Jan-00,1,Tied,3:07,D,48538
2,Saturday Mar 30,2019,CHC,@,TEX,L,6,8,1-Jan,3,0.5,3:47,N,46238
3,Sunday Mar 31,2019,CHC,@,TEX,L-wo,10,11,2-Jan,4,1.5,3:46,D,36812
4,Monday Apr 1,2019,CHC,@,ATL,L,0,8,3-Jan,5,2.5,3:12,N,41912
5,Wednesday Apr 3,2019,CHC,@,ATL,L,4,6,4-Jan,4,4,3:32,N,37398
6,Thursday Apr 4,2019,CHC,@,ATL,L,4,9,5-Jan,4,4.5,3:29,N,33815
7,Friday Apr 5,2019,CHC,@,MIL,L,10,13,6-Jan,4,5.5,3:36,N,34926
8,Saturday Apr 6,2019,CHC,@,MIL,W,14,8,6-Feb,4,4.5,3:54,N,42790
9,Sunday Apr 7,2019,CHC,@,MIL,L,2,4,7-Feb,4,5.5,3:04,D,40322
10,Monday Apr 8,2019,CHC,,PIT,W,10,0,7-Mar,4,4.5,3:12,D,40692
11,Wednesday Apr 10,2019,CHC,,PIT,L,2,5,8-Mar,4,4,3:10,N,32798
12,Thursday Apr 11,2019,CHC,,PIT,W,2,0,8-Apr,4,3.5,2:38,N,31906
13,Friday Apr 12,2019,CHC,,LAA,W,5,1,8-May,4,3.5,2:29,D,30102
14,Saturday Apr 13,2019,CHC,,LAA,L,5,6,9-May,5,4.5,3:56,D,38755
15,Monday Apr 15,2019,CHC,@,MIA,W,7,2,9-Jun,4,4,3:27,N,9888
16,Tuesday Apr 16,2019,CHC,@,MIA,W,4,0,9-Jul,4,4,2:49,N,8137
17,Wednesday Apr 17,2019,CHC,@,MIA,W,6,0,9-Aug,4,3,2:25,N,10247
18,Friday Apr 19,2019,CHC,,ARI,W,5,1,9-Sep,4,2.5,3:24,D,33938
19,Saturday Apr 20,2019,CHC,,ARI,L,0,6,10-Sep,4,3.5,3:08,D,37667
20,Sunday Apr 21,2019,CHC,,ARI,W-wo,2,1,10-Oct,4,2.5,2:28,D,38181
21,Tuesday Apr 23,2019,CHC,,LAD,W,7,2,10-Nov,3,2,2:56,N,35536
22,Wednesday Apr 24,2019,CHC,,LAD,W,7,6,10-Dec,2,2,2:48,N,35743
23,Thursday Apr 25,2019,CHC,,LAD,L,1,2,11-Dec,2,2.5,3:08,D,35451
24,Friday Apr 26,2019,CHC,@,ARI,L,3,8,12-Dec,3,2.5,3:04,N,30664
25,Saturday Apr 27,2019,CHC,@,ARI,W,9,1,13-12,3,2.5,3:05,N,27793
26,Sunday Apr 28,2019,CHC,@,ARI,W,6,5,14-12,2,2.5,5:36,D,29477
27,Tuesday Apr 30,2019,CHC,@,SEA,W,6,5,15-12,2,3,3:10,N,27229
28,Wednesday May 1,2019,CHC,@,SEA,W,11,0,16-12,2,3,2:41,D,29479
29,Friday May 3,2019,CHC,,STL,W,4,0,17-12,2,1.5,2:28,D,34978
30,Saturday May 4,2019,CHC,,STL,W,6,5,18-12,2,0.5,3:03,D,39601
31,Sunday May 5,2019,CHC,,STL,W,13,5,19-12,1,up 0.5,3:21,N,36499
32,Monday May 6,2019,CHC,,MIA,L,5,6,19-13,2,0.5,3:26,N,34555
33,Tuesday May 7,2019,CHC,,MIA,W-wo,5,2,20-13,1,up 0.5,3:10,N,35274
34,Wednesday May 8,2019,CHC,,MIA,W-wo,3,2,21-13,1,up 0.5,2:59,N,37241
35,Thursday May 9,2019,CHC,,MIA,W,4,1,22-13,1,up 1.0,2:59,D,32301
36,Friday May 10,2019,CHC,,MIL,L,0,7,22-14,1,Tied,3:18,D,37870
37,Saturday May 11,2019,CHC,,MIL,W-wo,2,1,23-14,1,up 1.0,4:56,D,39598
38,Sunday May 12,2019,CHC,,MIL,W,4,1,24-14,1,up 2.0,2:55,N,37267
39,Tuesday May 14,2019,CHC,@,CIN,W,3,1,25-14,1,up 2.5,2:39,N,16853
40,Wednesday May 15,2019,CHC,@,CIN,L-wo,5,6,25-15,1,up 1.5,3:27,N,17101
41,Thursday May 16,2019,CHC,@,CIN,L,2,4,25-16,1,up 0.5,2:36,N,18739
42,Friday May 17,2019,CHC,@,WSN,W,14,6,26-16,1,up 1.5,4:09,N,33296
43,Saturday May 18,2019,CHC,@,WSN,L,2,5,26-17,1,up 1.5,2:56,N,37582
44,Sunday May 19,2019,CHC,@,WSN,W,6,5,27-17,1,up 1.5,3:15,N,23244
45,Monday May 20,2019,CHC,,PHI,L,4,5,27-18,1,up 1.0,3:34,N,37909
46,Tuesday May 21,2019,CHC,,PHI,W-wo,3,2,28-18,1,up 2.0,3:34,N,36768
47,Wednesday May 22,2019,CHC,,PHI,W,8,4,29-18,1,up 2.0,3:04,N,39246
48,Thursday May 23,2019,CHC,,PHI,L,7,9,29-19,1,up 1.5,3:55,D,37173
49,Friday May 24,2019,CHC,,CIN,L,5,6,29-20,1,up 1.5,3:19,D,35266
50,Saturday May 25,2019,CHC,,CIN,W,8,6,30-20,1,up 2.5,3:13,D,40929
51,Sunday May 26,2019,CHC,,CIN,L,2,10,30-21,1,up 1.5,3:27,D,40884
52,Monday May 27,2019,CHC,@,HOU,L,5,6,30-22,1,up 0.5,3:12,D,42135
53,Tuesday May 28,2019,CHC,@,HOU,L,6,9,30-23,1,up 0.5,3:08,N,31030
54,Wednesday May 29,2019,CHC,@,HOU,W,2,1,31-23,1,up 1.0,2:37,N,33243
55,Friday May 31,2019,CHC,@,STL,L-wo,1,2,31-24,1,up 0.5,3:24,N,45321
56,Saturday Jun 1,2019,CHC,@,STL,L,4,7,31-25,2,0.5,3:04,N,46297
57,Sunday Jun 2,2019,CHC,@,STL,L,1,2,31-26,2,1.5,2:38,D,46053
58,Monday Jun 3,2019,CHC,,LAA,W,8,1,32-26,2,1,3:00,D,39843
59,Tuesday Jun 4,2019,CHC,,COL,W,6,3,33-26,1,Tied,2:34,N,36753
60,Wednesday Jun 5,2019,CHC,,COL,W,9,8,34-26,1,up 1.0,3:22,N,35395
61,Thursday Jun 6,2019,CHC,,COL,L,1,3,34-27,1,Tied,2:40,D,36375
62,Friday Jun 7,2019,CHC,,STL,W,3,1,35-27,1,Tied,2:39,D,40671
63,Saturday Jun 8,2019,CHC,,STL,W,9,4,36-27,1,Tied,3:27,N,41005
64,Sunday Jun 9,2019,CHC,,STL,W,5,1,37-27,1,Tied,2:48,N,39545
65,Monday Jun 10,2019,CHC,@,COL,L,5,6,37-28,2,0.5,2:51,N,44859
66,Tuesday Jun 11,2019,CHC,@,COL,L,3,10,37-29,2,0.5,3:10,N,43126
67,Wednesday Jun 12,2019,CHC,@,COL,W,10,1,38-29,2,0.5,2:57,D,47412
68,Thursday Jun 13,2019,CHC,@,LAD,L,3,7,38-30,2,1,2:48,N,44970
69,Friday Jun 14,2019,CHC,@,LAD,L,3,5,38-31,2,1,3:06,N,46631
70,Saturday Jun 15,2019,CHC,@,LAD,W,2,1,39-31,1,Tied,2:49,N,51596
71,Sunday Jun 16,2019,CHC,@,LAD,L,2,3,39-32,2,1,3:05,D,53817
72,Tuesday Jun 18,2019,CHC,,CHW,L,1,3,39-33,2,0.5,2:44,N,41192
73,Wednesday Jun 19,2019,CHC,,CHW,W,7,3,40-33,1,up 0.5,3:18,N,39776
74,Thursday Jun 20,2019,CHC,,NYM,W,7,4,41-33,1,up 1.5,2:59,N,38956
75,Friday Jun 21,2019,CHC,,NYM,L,4,5,41-34,1,up 1.5,3:11,D,41078
76,Saturday Jun 22,2019,CHC,,NYM,L,2,10,41-35,1,up 0.5,3:01,D,41106
77,Sunday Jun 23,2019,CHC,,NYM,W,5,3,42-35,1,up 0.5,2:49,D,39077
78,Monday Jun 24,2019,CHC,,ATL,W,8,3,43-35,1,up 1.0,3:01,N,37603
79,Tuesday Jun 25,2019,CHC,,ATL,L,2,3,43-36,1,up 1.0,2:59,N,37333
80,Wednesday Jun 26,2019,CHC,,ATL,L,3,5,43-37,1,up 1.0,3:02,N,38017
81,Thursday Jun 27,2019,CHC,,ATL,W,9,7,44-37,1,up 1.0,3:02,D,39823
82,Friday Jun 28,2019,CHC,@,CIN,L,3,6,44-38,1,up 1.0,3:12,N,36919
83,Saturday Jun 29,2019,CHC,@,CIN,W,6,0,45-38,1,up 1.0,3:00,D,41360
84,Sunday Jun 30,2019,CHC,@,CIN,L,6,8,45-39,1,Tied,3:20,D,31165
85,Monday Jul 1,2019,CHC,@,PIT,L,5,18,45-40,2,1,3:15,N,17772
86,Tuesday Jul 2,2019,CHC,@,PIT,L,1,5,45-41,2,1,2:43,N,14573
87,Wednesday Jul 3,2019,CHC,@,PIT,L-wo,5,6,45-42,2,1,3:19,N,17831
88,Thursday Jul 4,2019,CHC,@,PIT,W,11,3,46-42,1,Tied,3:04,D,29238
89,Saturday Jul 6,2019,CHC,@,CHW,W,6,3,47-42,1,up 0.5,3:26,N,38634
90,Sunday Jul 7,2019,CHC,@,CHW,L,1,3,47-43,1,up 0.5,2:54,D,38554
91,Friday Jul 12,2019,CHC,,PIT,W,4,3,48-43,1,up 1.5,3:25,D,40740
92,Saturday Jul 13,2019,CHC,,PIT,W,10,4,49-43,1,up 1.5,3:12,D,40286
93,Sunday Jul 14,2019,CHC,,PIT,W,8,3,50-43,1,up 2.5,2:52,D,39291
94,Monday Jul 15,2019,CHC,,CIN,L,3,6,50-44,1,up 2.0,3:17,N,36935
95,Tuesday Jul 16,2019,CHC,,CIN,W-wo,4,3,51-44,1,up 2.5,3:31,N,39788
96,Wednesday Jul 17,2019,CHC,,CIN,W,5,2,52-44,1,up 2.5,3:07,D,37260
97,Friday Jul 19,2019,CHC,,SDP,W,6,5,53-44,1,up 2.5,3:12,D,39526
98,Saturday Jul 20,2019,CHC,,SDP,W,6,5,54-44,1,up 3.0,3:25,D,40314
99,Sunday Jul 21,2019,CHC,,SDP,L,1,5,54-45,1,up 2.0,2:49,D,39954
100,Monday Jul 22,2019,CHC,@,SFG,L,4,5,54-46,1,up 1.5,2:50,N,37119
101,Tuesday Jul 23,2019,CHC,@,SFG,L-wo,4,5,54-47,1,up 0.5,3:45,N,39747
102,Wednesday Jul 24,2019,CHC,@,SFG,W,4,1,55-47,1,up 0.5,2:58,D,37746
103,Friday Jul 26,2019,CHC,@,MIL,L,2,3,55-48,2,1,3:09,N,40566
104,Saturday Jul 27,2019,CHC,@,MIL,L-wo,3,5,55-49,2,1,3:32,N,43931
105,Sunday Jul 28,2019,CHC,@,MIL,W,11,4,56-49,1,Tied,2:56,D,43544
106,Tuesday Jul 30,2019,CHC,@,STL,L,1,2,56-50,2,1,3:05,N,46123
107,Wednesday Jul 31,2019,CHC,@,STL,W,2,0,57-50,1,Tied,3:14,N,43750
108,Thursday Aug 1,2019,CHC,@,STL,L,0,8,57-51,2,1,2:53,N,46811
109,Friday Aug 2,2019,CHC,,MIL,W,6,2,58-51,2,0.5,3:18,D,41424
110,Saturday Aug 3,2019,CHC,,MIL,W,4,1,59-51,1,up 0.5,3:08,D,41186
111,Sunday Aug 4,2019,CHC,,MIL,W,7,2,60-51,1,up 1.5,3:04,D,40466
112,Monday Aug 5,2019,CHC,,OAK,W,6,5,61-51,1,up 2.5,3:17,N,40721
113,Tuesday Aug 6,2019,CHC,,OAK,L,4,11,61-52,1,up 2.5,2:37,N,40627
114,Wednesday Aug 7,2019,CHC,,OAK,W,10,1,62-52,1,up 3.0,2:36,D,41179
115,Thursday Aug 8,2019,CHC,@,CIN,W,12,5,63-52,1,up 3.5,3:45,N,20111
116,Friday Aug 9,2019,CHC,@,CIN,L,2,5,63-53,1,up 2.5,2:44,N,31569
117,Saturday Aug 10,2019,CHC,@,CIN,L,1,10,63-54,1,up 1.5,3:05,N,39866
118,Sunday Aug 11,2019,CHC,@,CIN,W,6,3,64-54,1,up 2.0,2:55,D,31929
119,Tuesday Aug 13,2019,CHC,@,PHI,L,2,4,64-55,1,up 1.0,3:16,N,26442
120,Wednesday Aug 14,2019,CHC,@,PHI,L,1,11,64-56,1,Tied,2:45,N,27204
121,Thursday Aug 15,2019,CHC,@,PHI,L-wo,5,7,64-57,1,Tied,3:13,N,37064
122,Friday Aug 16,2019,CHC,@,PIT,L-wo,2,3,64-58,2,1,2:49,N,29746
123,Saturday Aug 17,2019,CHC,@,PIT,W,2,0,65-58,1,Tied,2:45,D,28359
124,Sunday Aug 18,2019,CHC,@,PIT,W,7,1,66-58,1,Tied,3:20,N,2503
125,Tuesday Aug 20,2019,CHC,,SFG,W,5,3,67-58,2,0.5,2:57,N,36969
126,Wednesday Aug 21,2019,CHC,,SFG,W,12,11,68-58,1,up 0.5,3:31,N,38619
127,Thursday Aug 22,2019,CHC,,SFG,W,1,0,69-58,1,up 0.5,2:29,D,36366
128,Friday Aug 23,2019,CHC,,WSN,L,3,9,69-59,2,0.5,3:10,D,39889
129,Saturday Aug 24,2019,CHC,,WSN,L,2,7,69-60,2,1.5,3:56,D,40658
130,Sunday Aug 25,2019,CHC,,WSN,L,5,7,69-61,2,2.5,4:35,D,40518
131,Tuesday Aug 27,2019,CHC,@,NYM,W,5,2,70-61,2,3,2:54,N,34158
132,Wednesday Aug 28,2019,CHC,@,NYM,W,10,7,71-61,2,2,3:24,N,33987
133,Thursday Aug 29,2019,CHC,@,NYM,W,4,1,72-61,2,1.5,2:35,N,38389
134,Friday Aug 30,2019,CHC,,MIL,W,7,1,73-61,2,1,3:07,D,40276
135,Saturday Aug 31,2019,CHC,,MIL,L,0,2,73-62,2,2.5,2:57,D,40178
136,Sunday Sep 1,2019,CHC,,MIL,L,0,4,73-63,2,3,3:29,D,40912
137,Monday Sep 2,2019,CHC,,SEA,W,5,1,74-63,2,3,2:56,D,39133
138,Tuesday Sep 3,2019,CHC,,SEA,W,6,1,75-63,2,3,3:14,N,33958
139,Thursday Sep 5,2019,CHC,@,MIL,W,10,5,76-63,2,2.5,3:59,N,31007
140,Friday Sep 6,2019,CHC,@,MIL,L,1,7,76-64,2,2.5,2:51,N,38139
141,Saturday Sep 7,2019,CHC,@,MIL,L-wo,2,3,76-65,2,3.5,3:35,N,44323
142,Sunday Sep 8,2019,CHC,@,MIL,L,5,8,76-66,2,4.5,3:09,D,44217
143,Monday Sep 9,2019,CHC,@,SDP,W,10,2,77-66,2,4,3:13,N,22420
144,Tuesday Sep 10,2019,CHC,@,SDP,L-wo,8,9,77-67,2,4,3:50,N,25497
145,Wednesday Sep 11,2019,CHC,@,SDP,L,0,4,77-68,2,4,3:00,N,24203
146,Thursday Sep 12,2019,CHC,@,SDP,W,4,1,78-68,2,4,3:29,D,22501
147,Friday Sep 13,2019,CHC,,PIT,W,17,8,79-68,2,4,3:52,D,39080
148,Saturday Sep 14,2019,CHC,,PIT,W,14,1,80-68,2,3,3:23,D,39928
149,Sunday Sep 15,2019,CHC,,PIT,W,16,6,81-68,2,2,3:28,D,39103
150,Monday Sep 16,2019,CHC,,CIN,W,8,2,82-68,2,2,3:27,N,33753
151,Tuesday Sep 17,2019,CHC,,CIN,L,2,4,82-69,2,2,3:08,N,34267
152,Wednesday Sep 18,2019,CHC,,CIN,L,2,3,82-70,2,3,3:40,N,36578
153,Thursday Sep 19,2019,CHC,,STL,L,4,5,82-71,3,4,3:40,N,39524
154,Friday Sep 20,2019,CHC,,STL,L,1,2,82-72,3,5,3:55,D,39106
155,Saturday Sep 21,2019,CHC,,STL,L,8,9,82-73,3,6,4:24,D,40071
156,Sunday Sep 22,2019,CHC,,STL,L,2,3,82-74,3,7,3:03,D,38606
157,Tuesday Sep 24,2019,CHC,@,PIT,L,2,9,82-75,3,7.5,3:10,N,9989
158,Wednesday Sep 25,2019,CHC,@,PIT,L,2,4,82-76,3,7.5,2:54,N,10592
159,Thursday Sep 26,2019,CHC,@,PIT,L,5,9,82-77,3,8,3:15,N,10529
160,Friday Sep 27,2019,CHC,@,STL,W,8,2,83-77,3,7,4:04,N,46530
161,Saturday Sep 28,2019,CHC,@,STL,W,8,6,84-77,3,6,3:46,N,46971
162,Sunday Sep 29,2019,CHC,@,STL,L,0,9,84-78,3,7,2:30,D,47212
